id,title,lead_paragraph,source,category,y_true,y_pred,y_score,confidence_in_prediction,error_type,suggested_priority,taxonomy_label,annotator_note,is_case_study_candidate
article_1400,Nên ăn và tránh gì trước khi chạy bộ?,"Người chạy bộ nên ăn trước khi chạy ít nhất 30 phút, chọn thực phẩm dễ tiêu hóa, cung cấp đủ carbohydrate, protein, chất béo lành mạnh.",VnExpress,Other,0,1,0.7740997316748603,0.7740997316748603,FP,55,FP_question_but_legitimate,"Câu hỏi sức khỏe/thể thao có mục đích hướng dẫn trực tiếp, không phải curiosity gap sai lệch.",0
article_2564,"Hồng Nhung: Khi được chẩn đoán mắc ung thư, tôi nghĩ đến 2 con đầu tiên","Trong chương trình 'Cuộc hẹn cuối tuần' phát trên VTV3, ca sĩ Hồng Nhung có những phút trải lòng về quãng thời gian chống chọi với biến cố sức khỏe.",Thanh Niên,Other,0,1,0.7653916222274338,0.7653916222274338,FP,56,FP_entertainment_style_bias,"Tin nghệ sĩ bệnh nặng có yếu tố cảm xúc và đời tư, nhưng headline phản ánh đúng nội dung phỏng vấn.",0
article_3276,"Lái xe đi nghỉ mát, cả gia đình được buổi 'xông hơi' vì điều hòa ô tô giở chứng - Báo VietnamNet","Gia đình 4 người lái xe ô tô đi du lịch thì điều hòa hỏng giữa trời nắng, chiếc xe trở thành phòng xông hơi bất đắc dĩ. Chuyên nghỉ mát 'toát mồ hôi hột' là có thật.",Báo Mới,Sức khỏe & Đời sống,0,1,0.756698005536809,0.756698005536809,FP,57,FP_emotional_but_informative,"Cách ví 'xông hơi' và 'toát mồ hôi' giàu hình ảnh khiến model dự đoán clickbait, nhưng sự cố được nêu rõ.",1
article_2572,NSƯT Công Ninh ở tuổi 63: Tôi sống không dư dả gì,"Đối với nghệ sĩ Công Ninh, mỗi người có một số phận riêng nên ở thời điểm hiện tại dù cuộc sống không giàu có nhưng ông vẫn vui vì lo được cho vợ con.",Thanh Niên,Giải trí & Showbiz,0,1,0.7491358634796711,0.7491358634796711,FP,58,FP_entertainment_style_bias,Tiêu đề đời tư nghệ sĩ có phong cách showbiz nhưng không che giấu thông tin chính.,0
article_1470,Thêm nhiều lợi ích bất ngờ từ đu đủ,"Đu đủ không chỉ là một món ăn giải nhiệt mà còn mang đến hàng loạt lợi ích cho cơ thể, từ tăng cường thị lực đến hỗ trợ tiêu hóa và bảo vệ tim mạch.",Thanh Niên,Sức khỏe & Đời sống,0,1,0.746097301812163,0.746097301812163,FP,59,FP_emotional_but_informative,"Từ 'bất ngờ' là cue mạnh, nhưng bài chỉ liệt kê lợi ích sức khỏe của đu đủ.",0
article_0477,Thế giới 24h: Lãnh tụ tối cao Iran lên tiếng sau đòn tập kích bất ngờ của Mỹ,"Lãnh tụ tối cao Iran Ayatollah Ali Khamenei tuyên bố sẽ trừng phạt Israel. Đầu tuần trước, ông Khamenei cũng đưa ra lời cảnh báo cứng rắn nếu Mỹ tấn công Iran.",24h,Quốc tế,0,1,0.7335496293563313,0.7335496293563313,FP,60,FP_emotional_but_informative,"Cụm 'bất ngờ' trong tin quốc tế làm model nhạy, nhưng tiêu đề vẫn nêu rõ sự kiện chính.",0
article_2207,Hồng Nhung bật khóc vì không thể hát sau ca mổ ung thư - Tạp chí Tri thức,"Hồng Nhung kể những ngày đầu sau ca phẫu thuật, cô từng bật khóc vì không hát được. Nữ ca sĩ vẫn chăm chỉ luyện thanh và giọng hát đã trở lại.",Báo Mới,Giải trí & Showbiz,0,1,0.7309504167292198,0.7309504167292198,FP,61,FP_entertainment_style_bias,"Tin showbiz có cảm xúc mạnh như bật khóc/ung thư, nhưng headline mô tả sự kiện rõ ràng.",0
article_3535,Bác sĩ kêu gọi giúp người đàn ông bị bỏng nặng không có bảo hiểm nuôi 5 con nhỏ,"Được cấp cứu trong tình trạng “thập tử nhất sinh” vì nổ bình gas, người đàn ông trụ cột gia đình đang đối mặt với chi phí điều trị hơn 20 triệu đồng/ngày mà không có bảo hiểm y tế.",VietNamNet,Other,0,1,0.718097265996406,0.718097265996406,FP,62,FP_emotional_but_informative,Tiêu đề nhân đạo có nhiều yếu tố thương cảm nhưng thông tin về hoàn cảnh và lời kêu gọi khá đầy đủ.,0
article_0996,Muôn vàn cảm xúc của 'phe vé' trước cổng concert có G-Dragon,Phe vé lao đao trước giờ G-Dragon biểu diễn,SaoStar,Giải trí & Showbiz,0,1,0.7051961730556603,0.7051961730556603,FP,63,FP_entertainment_style_bias,"Bối cảnh concert/G-Dragon và cụm cảm xúc của phe vé thuộc style giải trí, dễ bị model xem là clickbait.",0
article_1525,Xung đột Nga – Ukraine làm lộ sai lầm trong kho vũ khí của phương Tây,"Ukraine cho rằng, phương Tây cần vũ khí sản xuất hàng loạt giá rẻ thay vì vũ khí đắt tiền và cao cấp để chuẩn bị cho cuộc xung đột tiêu hao dai dẳng chống lại một đối thủ như Nga.",VietNamNet,Quốc tế,0,1,0.6987472095874606,0.6987472095874606,FP,64,FP_emotional_but_informative,Cụm 'lộ sai lầm' tạo sắc thái giật gân nhưng bài là phân tích quân sự/chính trị.,0
article_1558,Chia tay bầu Đức bằng sự tử tế,"Tiền vệ Minh Vương đã tuyên bố chia tay HAGL và bầu Đức sau 18 năm gắn bó, và câu chuyện để lại là một sự tử tế về bóng đá.",SaoStar,Thể thao,0,1,0.6958973220380272,0.6958973220380272,FP,65,FP_source_style_bias,"Tiêu đề thể thao bình luận có văn phong cảm xúc, model dễ học nhầm style nguồn/domain thành clickbait.",0
article_2893,"Ô tô nhập Mỹ: Nếu thuế nhập khẩu về 0%, giá rẻ hơn nhưng vẫn khó hút khách","Xe ô tô nhập Mỹ thường ế ẩm vì giá cao, trang bị hạn chế, khó cạnh tranh với xe lắp ráp trong nước và nhập từ ASEAN. Tuy nhiên, ngay cả khi thuế nhập khẩu về 0%, tình hình vẫn khó thay đổi.",VietNamNet,Xe & Vận tải,0,1,0.6909149882063746,0.6909149882063746,FP,66,FP_emotional_but_informative,Tiêu đề dùng giả định gây chú ý nhưng nội dung là phân tích thị trường xe khá trực tiếp.,0
article_2349,CEO Telegram để lại 17 tỷ USD cho 106 người con,"CEO Telegram Pavel Durov có 106 người con. Ông dự định để lại toàn bộ tài sản – ước tính 17,1 tỷ USD – cho các con của mình.",VietNamNet,Công nghệ & Khoa học,0,1,0.6841940633089321,0.6841940633089321,FP,67,FP_emotional_but_informative,"Số tiền và số con rất gây chú ý nhưng đây là thông tin factual, không che giấu nội dung chính.",0
article_1961,Ngọc Khuê: 'Chồng giúp tôi mở lòng sau một lần đổ vỡ',"Ca sĩ Ngọc Khuê nói DJ Huy Ngô luôn lắng nghe và thấu hiểu, khiến chị tin vào hôn nhân dù đã ""một lần đò"".",VnExpress,Other,0,1,0.6770421399936372,0.6770421399936372,FP,68,FP_entertainment_style_bias,Tiêu đề quote đời tư nghệ sĩ có style giải trí nhưng không phải câu nhử thiếu thông tin.,0
article_0858,Hình xăm ảnh hưởng hệ miễn dịch thế nào?,"Với mỗi hình xăm, hàng triệu tế bào phải nỗ lực chiến đấu dù không thể thắng, cuối cùng lấy chính thân mình làm nhà tù giam giữ chất độc.",VnExpress,Công nghệ & Khoa học,0,1,0.6744958578200996,0.6744958578200996,FP,69,FP_question_but_legitimate,"Câu hỏi khoa học/sức khỏe hợp lệ, headline nêu rõ vấn đề cần giải thích.",0
article_3195,Tú Dưa: 'Tôi hạnh phúc khi con gái nối nghiệp',"Tú Dưa hỗ trợ hai tỷ đồng cho con gái - Ngân Hà - thực hiện MV đầu tay, đánh dấu việc cô theo đuổi âm nhạc chuyên nghiệp.",24h,Giải trí & Showbiz,0,1,0.6727567801356782,0.6727567801356782,FP,70,FP_entertainment_style_bias,Tin gia đình nghệ sĩ có màu giải trí/đời tư nhưng thông tin chính được trình bày thẳng.,0
article_0888,Choáng vì hàng giả tinh vi như hàng thật,"Hàng giả hiện nay không còn là những món đồ nhái vụng về với kiểu dáng thô kệch, bao bì sơ sài như trước mà được ""biến hóa"" tinh vi đến mức đánh lừa cả người sành sỏi.",Tuổi Trẻ,Kinh doanh & Kinh tế,0,1,0.67132622597866,0.67132622597866,FP,71,FP_emotional_but_informative,"Từ 'Choáng' rất dễ kích hoạt clickbait, nhưng nội dung là phản ánh hàng giả tinh vi.",1
article_2116,"Học trò lớp 2 viết bài văn về bố, câu nào cũng đầy ắp yêu thương","Một bài văn của học sinh lớp 2 viết về bố với lời lẽ mộc mạc, chân thành đã khiến nhiều người xúc động bởi tình cảm trong trẻo và quan sát đầy yêu thương.",SaoStar,Giáo dục & Học đường,0,1,0.6620539372986206,0.6620539372986206,FP,72,FP_emotional_but_informative,Tiêu đề cảm động về bài văn học sinh nhưng vẫn mô tả trực tiếp nội dung câu chuyện.,0
article_1028,"Vợ chồng Hà Nội rời phố về biển, chi tiền ""biến” nhà cũ thành homestay đẹp như mơ","Căn nhà rộng 134m2 với 1 phòng khách và 3 phòng ngủ, được cải tạo trong vòng chưa đầy 2 tháng hết tổng cộng 700 triệu đồng.",24h,Kinh doanh & Kinh tế,0,1,0.6589323031232853,0.6589323031232853,FP,73,FP_emotional_but_informative,Cụm 'đẹp như mơ' có màu lifestyle hấp dẫn nhưng headline cung cấp rõ câu chuyện cải tạo homestay.,0
article_1569,Man City thắng đậm đội bóng châu Á: HLV Guardiola nói gì về sao trẻ Echeverri?,"Man City đã dễ dàng đánh bại đội bóng châu Á Al Ain để ghi danh vòng knock-out FIFA Club World Cup 2025. Sau trận, HLV Pep Guardiola đã có những phát biểu đáng chú ý.",24h,Thể thao,0,1,0.656746064128875,0.656746064128875,FP,74,FP_question_but_legitimate,"Câu hỏi sau trận đấu là format thể thao hợp lệ, không nhất thiết là clickbait.",0
article_1557,Ngã rẽ của thủ môn Đặng Văn Lâm với HAGL,"Không phải ngẫu nhiên mà Đặng Văn Lâm bây giờ thành công, dù xuất phát điểm từng kém thuyết phục tại HAGL.",SaoStar,Thể thao,0,1,0.6519482647557537,0.6519482647557537,FP,75,FP_source_style_bias,"Tiêu đề thể thao phân tích sự nghiệp có ngôn ngữ bình luận, dễ bị nhầm với clickbait do style domain.",0
article_3108,Sự khác biệt giữa Night Shift và Dark Mode trên iPhone,Các tính năng Night Shift được giới thiệu từ iOS 9.3 và Dark Mode ra mắt cùng iOS 13 cũng nhằm mục đích giảm mỏi mắt.,Thanh Niên,Other,0,1,0.646640167969589,0.646640167969589,FP,76,OTHER,Tiêu đề công nghệ so sánh tính năng khá trung tính; lỗi có thể do model học nhầm các từ phổ biến như “khác biệt”.,0
article_1478,Có nên sử dụng miếng dán mụn?,Một trong những sản phẩm điều trị mụn được ưa chuộng nhất hiện nay là miếng dán mụn.,Thanh Niên,Sức khỏe & Đời sống,0,1,0.6462849229140235,0.6462849229140235,FP,77,FP_question_but_legitimate,"Câu hỏi tư vấn da liễu/sức khỏe là truy vấn thông tin bình thường, không tạo câu nhử quá mức.",0
article_1739,Vấn đề dinh dưỡng của Alcaraz và Sinner phức tạp thế nào,"Để sẵn sàng cho những trận đấu đỉnh cao kéo dài, Carlos Alcaraz hay Jannik Sinner không chỉ tập luyện trên sân, mà còn cả trong việc ăn uống.",VnExpress,Thể thao,0,1,0.6449655090934011,0.6449655090934011,FP,78,FP_question_but_legitimate,"Tiêu đề hỏi về phân tích dinh dưỡng thể thao, topic rõ và không che giấu thực thể chính.",0
article_1852,"Người dân chen kín vỉa hè, tranh nhau mua cua luộc ở TPHCM","Mỗi chiều, nhiều người dân ở TPHCM tụ tập, xếp hàng dài chờ đợi rồi tranh nhau mua những con cua luộc được một nhóm người đem đến bày bán theo kiểu dã chiến trên vỉa hè.",VietNamNet,Sức khỏe & Đời sống,0,1,0.6385468161508202,0.6385468161508202,FP,79,FP_emotional_but_informative,"Các cụm 'chen kín', 'tranh nhau' gây chú ý nhưng tiêu đề vẫn nêu sự kiện bán cua rõ ràng.",0
article_0108,'Thành công của bà con cũng là thành công của đất nước',"Tối 11.6 (giờ địa phương), Thủ tướng Phạm Minh Chính và phu nhân đã có cuộc gặp gỡ với cán bộ, nhân viên Đại sứ quán và cộng đồng người Việt Nam tại Thụy Điển.",Thanh Niên,Other,0,1,0.6371766981334684,0.6371766981334684,FP,80,FP_short_ambiguous_title,"Tiêu đề là câu trích dẫn thiếu ngữ cảnh nên model nhầm, nhưng lead cho thấy đây là phát biểu chính trị chính thống.",0
article_3496,"Rò rỉ ảnh của Xiaomi YU7 bản hiệu suất cao, đâu cũng là carbon - Tạp chí Tri thức","Ngoài bản tiêu chuẩn vừa xuất hiện, chiếc Xiaomi YU7 hiệu suất cao cũng đã được trưng bày với nhiều chi tiết carbon giúp tăng tính thể thao.",Báo Mới,Xe & Vận tải,0,1,0.6341805529259023,0.6341805529259023,FP,81,FP_emotional_but_informative,Từ 'rò rỉ' và chi tiết carbon tạo tò mò công nghệ nhưng nội dung là tin sản phẩm xe.,0
article_0864,Nghề SEO đứng trước 'ngã ba đường' vì AI,"Bên cạnh việc tìm cách kéo người thật truy cập website, đội ngũ chuyên tối ưu hóa công cụ tìm kiếm (SEO) giờ phải thu hút cả bot AI.",VnExpress,Công nghệ & Khoa học,0,1,0.6257711337346162,0.6257711337346162,FP,82,FP_emotional_but_informative,"Ẩn dụ 'ngã ba đường' làm tiêu đề kịch tính, nhưng bài là phân tích ngành SEO trước AI.",0
article_1719,Inter Milan 2-1 Urawa Red Diamonds,"Thủng lưới từ phút 11, nhưng Inter vẫn thắng ngược nhờ hai bàn ở nửa sau hiệp hai lượt trận thứ hai bảng E FIFA Club World Cup 2025.",VnExpress,Thể thao,0,1,0.6246180876895073,0.6246180876895073,FP,83,OTHER,Tiêu đề tỷ số trận đấu rất trực tiếp; lỗi có thể do model nhiễu theo domain/thực thể thể thao.,0
article_1419,"Suy thận bởi thói quen thức khuya, uống nước tăng lực","Hà NộiBệnh nhân nam 21 tuổi thường xuyên uống nước tăng lực để tỉnh táo, thức khuya ôn bài, kết quả phải cấp cứu do phù chân, kiệt sức, bác sĩ chẩn đoán chức năng thận chỉ còn dưới 20%.",VnExpress,Other,0,1,0.6224776986936461,0.6224776986936461,FP,84,FP_emotional_but_informative,"Tiêu đề sức khỏe có hậu quả nghiêm trọng nhưng nêu rõ nguyên nhân và bệnh lý, không che giấu thông tin.",0
article_0569,Bán hàng trên sàn online nộp thuế thế nào từ 1/7,"Doanh thu tính thuế giá trị gia tăng và thu nhập cá nhân của người bán trên sàn gồm toàn bộ tiền từ hàng hóa, dịch vụ, không trừ phí giao dịch, vận chuyển, giảm giá, trợ giá, theo hướng dẫn của cơ quan thuế.",VnExpress,Kinh doanh & Kinh tế,0,1,0.6199492422078831,0.6199492422078831,FP,85,FP_question_but_legitimate,Câu hỏi về nộp thuế là dạng hướng dẫn chính sách hợp lệ và topic rõ.,1
article_2439,"Đòi nợ bất thành, đâm vợ chồng con nợ thương vong - Báo Pháp Luật TP.HCM","Tài xế ở tỉnh Lâm Đồng gây ra vụ án mạng khiến 1 người tử vong, 1 người bị thương nặng do đòi tiền nợ không được.",Báo Mới,Other,0,1,0.6190673636877798,0.6190673636877798,FP,86,FP_emotional_but_informative,"Tin án mạng có từ ngữ mạnh nhưng tiêu đề nêu rõ nguyên nhân và hậu quả, không phải curiosity gap.",0
article_3269,Sản phụ mất con vì hội chứng Budd–Chiari hiếm gặp - Báo Tri thức & Cuộc sống,"Đây là bệnh lý hiếm gặp nhưng nguy hiểm, có thể gây suy gan cấp và đe dọa tính mạng. Trong thai kỳ, bệnh có thể tiến triển âm thầm nhưng hậu quả rất nặng nề.",Báo Mới,Other,0,1,0.6174829854850884,0.6174829854850884,FP,87,FP_emotional_but_informative,Tiêu đề y tế bi kịch nhưng thông tin chính và bệnh lý được nêu rõ.,0
article_1756,Yamal nghỉ hè cùng Neymar,"BrazilSiêu sao Tây Ban Nha Lamine Yamal đến Brazil nghỉ hè cùng Neymar, thần tượng lớn nhất trong sự nghiệp bóng đá.",VnExpress,Thể thao,0,1,0.6152121812124496,0.6152121812124496,FP,88,FP_entertainment_style_bias,"Tin thể thao/celebrity về Yamal và Neymar có style đời tư, dễ bị model nhầm clickbait.",0
article_1975,Ngô Thanh Vân mở tiệc đón con sắp chào đời,"TP HCMNgô Thanh Vân cùng ông xã Huy Trần mở tiệc ""baby shower"" chuẩn bị đón con đầu lòng - bé Gạo.",VnExpress,Other,0,1,0.615053631963003,0.615053631963003,FP,89,FP_entertainment_style_bias,Tin đời tư nghệ sĩ có tính giải trí nhưng headline nêu thẳng sự kiện mở tiệc đón con.,0
article_3746,Huy Trần nấu mâm cơm giàu dinh dưỡng chăm vợ bầu,"Chồng Ngô Thanh Vân nấu đầy một bàn ăn tẩm bổ cho vợ với đủ món như đậu hũ xốt nấm, canh rong biển, cải thảo, tốt cho phụ nữ mang bầu.",24h,Du lịch & Ẩm thực,0,1,0.6116675753420755,0.6116675753420755,FP,90,FP_entertainment_style_bias,"Tin lifestyle người nổi tiếng có yếu tố gia đình/đời tư, model dễ gắn nhầm với clickbait.",0
article_2585,"Quang Anh 'Về nhà đi con' bật khóc nức nở, dừng chân ở show âm nhạc","Trong đêm thi của 'Điểm hẹn tài năng', khoảnh khắc Quang Anh bật khóc trên sân khấu sau màn trình diễn được nhiều người quan tâm.",Thanh Niên,Other,0,1,0.6109912832613924,0.6109912832613924,FP,91,FP_entertainment_style_bias,Cụm 'bật khóc nức nở' rất cảm xúc nhưng nội dung show âm nhạc được mô tả trực tiếp.,0
article_1857,Cha 75 tuổi lặn lội đi xe máy hàng trăm km tìm bố mẹ đẻ cho con gái nuôi,TRUNG QUỐC - Cả đời nuôi con khôn lớn trưởng thành nhưng có một điều ông Cẩu Kim Thủy luôn đau đáu là chưa tìm được bố mẹ đẻ cho cô con gái nuôi của mình.,VietNamNet,Sức khỏe & Đời sống,0,1,0.6095271473541217,0.6095271473541217,FP,92,FP_emotional_but_informative,Câu chuyện nhân văn có cảm xúc mạnh nhưng tiêu đề nêu rõ hành động và mục đích.,0
article_2007,Phim kinh dị '28 Years Later' nhận phản hồi tốt,"Phim kinh dị ""28 Years Later"" gây bất ngờ với giới chuyên môn nhờ nội dung xúc động, góc máy sáng tạo và diễn xuất của dàn diễn viên.",VnExpress,Other,0,1,0.60712452168465,0.60712452168465,FP,93,FP_entertainment_style_bias,"Từ 'bất ngờ' trong review phim làm model nhạy, nhưng headline vẫn là đánh giá tác phẩm.",0
article_2370,Triệu chứng ung thư thận giai đoạn cuối,"Ung thư thận nằm ở vị trí thứ 9 trong tỷ lệ mắc ung thư ở người trưởng thành (chiếm khoảng 2%), đồng thời xếp thứ 3 trong số các bệnh ung thư thuộc hệ tiết niệu.",Kênh14,Sức khỏe & Đời sống,0,1,0.6026103531378945,0.6026103531378945,FP,94,OTHER,Tiêu đề sức khỏe dạng thông tin triệu chứng khá trực tiếp; lỗi có thể do topic bệnh nặng gây nhiễu.,1
article_3468,BYD làm rõ tin đồn về sedan điện Seal - Tạp chí Tri thức,Hãng xe Trung Quốc phủ nhận tin đồn BYD Seal là mẫu xe đầu tiên được trang bị pin thể rắn với khả năng hoạt động vượt trội.,Báo Mới,Xe & Vận tải,0,1,0.6009023166301796,0.6009023166301796,FP,95,FP_emotional_but_informative,Cụm 'tin đồn' và 'làm rõ' tạo sức hút nhưng headline vẫn nêu đúng nội dung phản hồi của hãng xe.,0
article_0281,Ông Netanyahu cầu nguyện cho ông Trump ở Bức tường Than khóc,"Thủ tướng Israel cầu Thượng Đế ban phước, bảo vệ Tổng thống Mỹ tại Bức tường Than khóc, địa điểm linh thiêng với người Do Thái.",VnExpress,Quốc tế,0,1,0.6002867330179685,0.6002867330179685,FP,96,OTHER,Tiêu đề chính trị/quốc tế khá trực tiếp và không dùng câu hỏi hay che giấu thông tin.,0
article_2004,Ôn Triệu Luân hạnh phúc bên người vợ thứ ba,"Ôn Triệu Luân, tài tử Hong Kong đóng ""Nghĩa bất dung tình"", biết ơn vợ cùng anh vượt khó khăn.",VnExpress,Other,0,1,0.5992620329183146,0.5992620329183146,FP,97,FP_entertainment_style_bias,Tin đời tư nghệ sĩ Hong Kong có style giải trí nhưng không thiếu thông tin chính.,0
article_1548,"'Các đứa con' của bầu Đức khóc, tặng quà cho nhân viên CLB HAGL","Một khoảnh khắc rất đẹp, và có lẽ chỉ có thể thấy ở CLB HAGL",SaoStar,Thể thao,0,1,0.5987525378679641,0.5987525378679641,FP,98,FP_source_style_bias,"Tiêu đề thể thao có cảm xúc và ngoặc kép, phản ánh style nguồn hơn là clickbait thực sự.",0
article_1542,Dancesport đang thay đổi diện mạo thể thao Việt như thế nào?,"Phong trào dancesport tại Việt Nam không chỉ phát triển ở các thành phố lớn mà đã lan toả đến nhiều tỉnh, thành trên cả nước.",SaoStar,Thể thao,0,1,0.5948493784364137,0.5948493784364137,FP,99,FP_question_but_legitimate,Câu hỏi phân tích sự phát triển dancesport là câu hỏi thông tin hợp lệ.,0
article_1051,"'Xuyên không' ở ngôi làng nhiều nhà trăm tuổi, cổ vật quý, cách TPHCM 110km - Báo VietnamNet","Làng cổ Đông Hòa Hiệp thuộc xã Đông Hòa Hiệp, huyện Cái Bè, tỉnh Tiền Giang, cách trung tâm TP Mỹ Tho 46km, cách TPHCM khoảng 110km về phía Tây - Nam. Đây là điểm đến hấp dẫn nhiều du khách bởi những ngôi nhà trăm tuổi, có kiến trúc độc đáo.",Báo Mới,Other,0,1,0.593461245145395,0.593461245145395,FP,100,FP_emotional_but_informative,Ẩn dụ 'xuyên không' tạo cảm giác lạ nhưng bài giới thiệu địa điểm du lịch rất cụ thể.,1
