id,label,label_str,source,category,duplicate_group,fold
article_0616,1,Clickbait,Tuổi Trẻ,Chính trị & An ninh,2599,1
article_0622,0,Non-clickbait,Thanh Niên,Quốc tế,499,1
article_0629,0,Non-clickbait,Thanh Niên,Quốc tế,505,1
article_0631,0,Non-clickbait,Thanh Niên,Quốc tế,507,1
article_0632,0,Non-clickbait,Thanh Niên,Other,508,1
article_0644,0,Non-clickbait,Thanh Niên,Quốc tế,518,1
article_0650,0,Non-clickbait,Thanh Niên,Other,522,1
article_0652,1,Clickbait,Thanh Niên,Other,2607,1
article_0653,0,Non-clickbait,Thanh Niên,Other,2608,1
article_0655,0,Non-clickbait,Thanh Niên,Other,2610,1
article_0662,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,525,1
article_0663,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2615,1
article_0668,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,528,1
article_0669,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2618,1
article_0675,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,532,1
article_0681,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,537,1
article_0685,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,541,1
article_0692,1,Clickbait,Kênh14,Giải trí & Showbiz,548,1
article_0699,1,Clickbait,SaoStar,Quốc tế,552,1
article_0701,1,Clickbait,SaoStar,Quốc tế,2626,1
article_0709,0,Non-clickbait,SaoStar,Quốc tế,555,1
article_0710,0,Non-clickbait,SaoStar,Quốc tế,556,1
article_0718,1,Clickbait,SaoStar,Quốc tế,2638,1
article_0725,1,Clickbait,SaoStar,Quốc tế,2643,1
article_0731,0,Non-clickbait,24h,Chính trị & An ninh,2647,1
article_0745,0,Non-clickbait,24h,Chính trị & An ninh,570,1
article_0755,0,Non-clickbait,24h,Chính trị & An ninh,580,1
article_0756,1,Clickbait,24h,Chính trị & An ninh,2653,1
article_0757,0,Non-clickbait,24h,Tin tức tổng hợp,581,1
article_0761,0,Non-clickbait,Báo Mới,Other,585,1
article_0762,0,Non-clickbait,Báo Mới,Other,586,1
article_0776,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,600,1
article_0784,0,Non-clickbait,Báo Mới,Other,608,1
article_0786,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,610,1
article_0790,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,614,1
article_0791,0,Non-clickbait,Báo Mới,Other,615,1
article_0794,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,618,1
article_0801,0,Non-clickbait,Báo Mới,Other,625,1
article_0803,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,627,1
article_0821,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,644,1
article_0822,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,645,1
article_0825,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,648,1
article_0829,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,650,1
article_0832,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,651,1
article_0841,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,659,1
article_0843,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,661,1
article_0853,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,670,1
article_0859,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,676,1
article_0862,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,679,1
article_0864,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,681,1
article_0866,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,683,1
article_0870,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,687,1
article_0872,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,689,1
article_0873,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,690,1
article_0879,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,695,1
article_0883,1,Clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,2658,1
article_0892,0,Non-clickbait,Thanh Niên,Other,706,1
article_0896,0,Non-clickbait,Thanh Niên,Other,709,1
article_0903,0,Non-clickbait,Thanh Niên,Other,715,1
article_0904,0,Non-clickbait,Thanh Niên,Other,716,1
article_0905,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,717,1
article_0913,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,723,1
article_0916,0,Non-clickbait,Thanh Niên,Other,726,1
article_0922,1,Clickbait,Thanh Niên,Kinh doanh & Kinh tế,2664,1
article_0928,1,Clickbait,Thanh Niên,Other,2666,1
article_0930,0,Non-clickbait,Thanh Niên,Other,737,1
article_0946,1,Clickbait,VietNamNet,Thể thao,2671,1
article_0952,0,Non-clickbait,VietNamNet,Thể thao,753,1
article_0954,0,Non-clickbait,VietNamNet,Thể thao,754,1
article_0961,0,Non-clickbait,VietNamNet,Thể thao,758,1
article_0967,0,Non-clickbait,VietNamNet,Thể thao,764,1
article_0971,1,Clickbait,Kênh14,Giải trí & Showbiz,768,1
article_0976,1,Clickbait,SaoStar,Giải trí & Showbiz,773,1
article_0984,1,Clickbait,SaoStar,Giải trí & Showbiz,2682,1
article_0985,1,Clickbait,SaoStar,Giải trí & Showbiz,2683,1
article_0986,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2684,1
article_0988,1,Clickbait,SaoStar,Giải trí & Showbiz,2686,1
article_0991,1,Clickbait,SaoStar,Giải trí & Showbiz,777,1
article_0998,1,Clickbait,SaoStar,Giải trí & Showbiz,782,1
article_1001,1,Clickbait,SaoStar,Giải trí & Showbiz,785,1
article_1003,1,Clickbait,SaoStar,Giải trí & Showbiz,2691,1
article_1006,1,Clickbait,24h,Kinh doanh & Kinh tế,2693,1
article_1007,1,Clickbait,24h,Kinh doanh & Kinh tế,2694,1
article_1016,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2701,1
article_1028,0,Non-clickbait,24h,Kinh doanh & Kinh tế,791,1
article_1033,1,Clickbait,24h,Kinh doanh & Kinh tế,2712,1
article_1043,0,Non-clickbait,24h,Other,799,1
article_1048,1,Clickbait,24h,Kinh doanh & Kinh tế,803,1
article_1057,1,Clickbait,Báo Mới,Other,2717,1
article_1064,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,817,1
article_1066,0,Non-clickbait,Báo Mới,Other,819,1
article_1071,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,824,1
article_1077,1,Clickbait,Báo Mới,Other,2722,1
article_1079,0,Non-clickbait,Báo Mới,Other,827,1
article_1080,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,828,1
article_1094,0,Non-clickbait,Báo Mới,Other,841,1
article_1097,0,Non-clickbait,Báo Mới,Other,843,1
article_1098,0,Non-clickbait,Báo Mới,Other,844,1
article_1112,0,Non-clickbait,VnExpress,Other,855,1
article_1113,0,Non-clickbait,VnExpress,Other,856,1
article_1114,0,Non-clickbait,VnExpress,Other,857,1
article_1115,0,Non-clickbait,VnExpress,Other,858,1
article_1120,0,Non-clickbait,VnExpress,Other,862,1
article_1132,0,Non-clickbait,VnExpress,Other,873,1
article_1151,0,Non-clickbait,VnExpress,Other,892,1
article_1157,0,Non-clickbait,VnExpress,Other,898,1
article_1162,0,Non-clickbait,VnExpress,Other,903,1
article_1174,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,912,1
article_1179,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2731,1
article_1182,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2734,1
article_1186,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2738,1
article_1188,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2739,1
article_1189,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2740,1
article_1200,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,921,1
article_1206,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2750,1
article_1210,0,Non-clickbait,Thanh Niên,Other,925,1
article_1211,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,926,1
article_1227,0,Non-clickbait,Thanh Niên,Other,939,1
article_1229,0,Non-clickbait,Thanh Niên,Other,941,1
article_1243,0,Non-clickbait,Thanh Niên,Other,950,1
article_1250,1,Clickbait,VietNamNet,Giáo dục & Học đường,2762,1
article_1252,1,Clickbait,VietNamNet,Giáo dục & Học đường,2764,1
article_1255,1,Clickbait,VietNamNet,Giáo dục & Học đường,2765,1
article_1259,1,Clickbait,Kênh14,Giải trí & Showbiz,959,1
article_1262,1,Clickbait,Kênh14,Giải trí & Showbiz,962,1
article_1265,1,Clickbait,SaoStar,Giải trí & Showbiz,2768,1
article_1271,1,Clickbait,SaoStar,Giải trí & Showbiz,2773,1
article_1277,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2778,1
article_1281,1,Clickbait,SaoStar,Giải trí & Showbiz,969,1
article_1288,1,Clickbait,SaoStar,Giải trí & Showbiz,970,1
article_1292,1,Clickbait,SaoStar,Giải trí & Showbiz,2789,1
article_1294,1,Clickbait,24h,Kinh doanh & Kinh tế,972,1
article_1296,1,Clickbait,24h,Kinh doanh & Kinh tế,2790,1
article_1312,1,Clickbait,24h,Kinh doanh & Kinh tế,2799,1
article_1315,0,Non-clickbait,24h,Kinh doanh & Kinh tế,982,1
article_1321,0,Non-clickbait,Báo Mới,Other,985,1
article_1331,1,Clickbait,Báo Mới,Kinh doanh & Kinh tế,2805,1
article_1338,0,Non-clickbait,Báo Mới,Kinh doanh & Kinh tế,997,1
article_1339,1,Clickbait,Báo Mới,Other,2809,1
article_1360,0,Non-clickbait,Báo Mới,Other,1016,1
article_1361,0,Non-clickbait,Báo Mới,Other,1017,1
article_1365,0,Non-clickbait,Báo Mới,Other,1021,1
article_1374,0,Non-clickbait,VnExpress,Other,1030,1
article_1381,1,Clickbait,VnExpress,Other,2813,1
article_1386,1,Clickbait,VnExpress,Other,2816,1
article_1389,0,Non-clickbait,VnExpress,Other,1036,1
article_1397,0,Non-clickbait,VnExpress,Other,1042,1
article_1405,0,Non-clickbait,VnExpress,Other,1050,1
article_1407,1,Clickbait,VnExpress,Other,2820,1
article_1408,0,Non-clickbait,VnExpress,Other,1052,1
article_1415,0,Non-clickbait,VnExpress,Other,1057,1
article_1417,0,Non-clickbait,VnExpress,Other,1058,1
article_1423,0,Non-clickbait,VnExpress,Other,1064,1
article_1424,0,Non-clickbait,VnExpress,Other,1065,1
article_1429,0,Non-clickbait,Tuổi Trẻ,Xe & Vận tải,1069,1
article_1430,0,Non-clickbait,Tuổi Trẻ,Xe & Vận tải,1070,1
article_1439,0,Non-clickbait,Tuổi Trẻ,Xe & Vận tải,1074,1
article_1441,0,Non-clickbait,Tuổi Trẻ,Other,1075,1
article_1450,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2832,1
article_1451,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2833,1
article_1464,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,1078,1
article_1466,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2844,1
article_1479,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,1086,1
article_1484,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2849,1
article_1490,1,Clickbait,Thanh Niên,Other,2851,1
article_1494,0,Non-clickbait,Thanh Niên,Other,2854,1
article_1495,0,Non-clickbait,Thanh Niên,Other,1095,1
article_1496,0,Non-clickbait,Thanh Niên,Other,1096,1
article_1511,0,Non-clickbait,VietNamNet,Quốc tế,1111,1
article_1522,0,Non-clickbait,VietNamNet,Quốc tế,1121,1
article_1528,0,Non-clickbait,VietNamNet,Quốc tế,1127,1
article_1535,1,Clickbait,Kênh14,Other,2855,1
article_1539,0,Non-clickbait,SaoStar,Thể thao,1134,1
article_1542,0,Non-clickbait,SaoStar,Thể thao,1136,1
article_1543,1,Clickbait,SaoStar,Thể thao,1137,1
article_1567,0,Non-clickbait,SaoStar,Thể thao,1152,1
article_1569,0,Non-clickbait,24h,Thể thao,1154,1
article_1576,0,Non-clickbait,24h,Thể thao,1160,1
article_1582,0,Non-clickbait,24h,Thể thao,1166,1
article_1590,0,Non-clickbait,24h,Thể thao,1171,1
article_1591,0,Non-clickbait,24h,Thể thao,1172,1
article_1603,0,Non-clickbait,24h,Thể thao,1179,1
article_1604,0,Non-clickbait,24h,Thể thao,1180,1
article_1610,0,Non-clickbait,24h,Thể thao,1184,1
article_1612,0,Non-clickbait,24h,Thể thao,1186,1
article_1614,0,Non-clickbait,24h,Thể thao,1187,1
article_1621,0,Non-clickbait,24h,Thể thao,1193,1
article_1622,1,Clickbait,24h,Thể thao,2871,1
article_1623,1,Clickbait,24h,Thể thao,2872,1
article_1628,1,Clickbait,24h,Thể thao,2874,1
article_1643,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1209,1
article_1648,0,Non-clickbait,Báo Mới,Other,1214,1
article_1650,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1216,1
article_1651,0,Non-clickbait,Báo Mới,Other,1217,1
article_1653,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1219,1
article_1657,0,Non-clickbait,Báo Mới,Other,1223,1
article_1659,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1225,1
article_1661,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1227,1
article_1663,0,Non-clickbait,Báo Mới,Other,1229,1
article_1669,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1235,1
article_1671,0,Non-clickbait,Báo Mới,Other,1237,1
article_1674,0,Non-clickbait,Báo Mới,Other,1240,1
article_1677,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1243,1
article_1681,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1247,1
article_1688,0,Non-clickbait,Báo Mới,Other,1253,1
article_1693,0,Non-clickbait,VnExpress,Thể thao,1258,1
article_1719,0,Non-clickbait,VnExpress,Thể thao,1272,1
article_1727,0,Non-clickbait,VnExpress,Thể thao,2879,1
article_1729,0,Non-clickbait,VnExpress,Thể thao,1277,1
article_1741,1,Clickbait,VnExpress,Thể thao,1288,1
article_1743,0,Non-clickbait,VnExpress,Thể thao,1290,1
article_1751,1,Clickbait,VnExpress,Thể thao,1295,1
article_1754,0,Non-clickbait,VnExpress,Thể thao,1298,1
article_1756,0,Non-clickbait,VnExpress,Thể thao,1300,1
article_1767,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1307,1
article_1785,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2884,1
article_1788,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2885,1
article_1789,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2886,1
article_1801,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1333,1
article_1814,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1343,1
article_1823,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1349,1
article_1826,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1352,1
article_1837,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1354,1
article_1849,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,1356,1
article_1857,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1360,1
article_1859,0,Non-clickbait,Kênh14,Giáo dục & Học đường,1361,1
article_1863,1,Clickbait,Kênh14,Giáo dục & Học đường,1365,1
article_1867,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2902,1
article_1870,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2905,1
article_1871,1,Clickbait,SaoStar,Sức khỏe & Đời sống,1367,1
article_1878,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2909,1
article_1879,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2910,1
article_1885,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2916,1
article_1886,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2917,1
article_1887,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2918,1
article_1898,0,Non-clickbait,24h,Thể thao,1374,1
article_1905,0,Non-clickbait,24h,Thể thao,1379,1
article_1906,0,Non-clickbait,24h,Thể thao,1380,1
article_1923,0,Non-clickbait,Báo Mới,Other,1394,1
article_1927,0,Non-clickbait,Báo Mới,Thể thao,1397,1
article_1933,0,Non-clickbait,Báo Mới,Thể thao,1401,1
article_1934,0,Non-clickbait,Báo Mới,Thể thao,1402,1
article_1941,0,Non-clickbait,Báo Mới,Thể thao,1405,1
article_1962,0,Non-clickbait,VnExpress,Other,1418,1
article_1964,0,Non-clickbait,VnExpress,Other,1419,1
article_1968,0,Non-clickbait,VnExpress,Other,1420,1
article_1976,0,Non-clickbait,VnExpress,Other,2939,1
article_1979,0,Non-clickbait,VnExpress,Other,1427,1
article_1982,0,Non-clickbait,VnExpress,Other,1430,1
article_1984,0,Non-clickbait,VnExpress,Other,1432,1
article_1987,0,Non-clickbait,VnExpress,Other,1434,1
article_1991,0,Non-clickbait,VnExpress,Other,1437,1
article_1997,1,Clickbait,VnExpress,Other,2943,1
article_1999,0,Non-clickbait,VnExpress,Other,1441,1
article_2005,0,Non-clickbait,VnExpress,Other,1446,1
article_2015,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1452,1
article_2016,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1453,1
article_2033,0,Non-clickbait,Thanh Niên,Other,1465,1
article_2038,0,Non-clickbait,Thanh Niên,Other,2950,1
article_2042,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1473,1
article_2055,1,Clickbait,Thanh Niên,Other,2954,1
article_2056,0,Non-clickbait,Thanh Niên,Other,1483,1
article_2057,0,Non-clickbait,Thanh Niên,Other,1484,1
article_2061,1,Clickbait,Thanh Niên,Du lịch & Ẩm thực,1488,1
article_2065,0,Non-clickbait,Thanh Niên,Other,1491,1
article_2071,1,Clickbait,Thanh Niên,Other,2958,1
article_2077,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1497,1
article_2082,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1499,1
article_2085,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1502,1
article_2092,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1505,1
article_2098,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1508,1
article_2100,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1510,1
article_2106,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2967,1
article_2115,1,Clickbait,SaoStar,Giáo dục & Học đường,2970,1
article_2116,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1518,1
article_2117,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1519,1
article_2124,1,Clickbait,SaoStar,Giáo dục & Học đường,2972,1
article_2128,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1521,1
article_2135,1,Clickbait,SaoStar,Giáo dục & Học đường,2978,1
article_2136,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1525,1
article_2141,1,Clickbait,24h,Công nghệ & Khoa học,2982,1
article_2146,1,Clickbait,24h,Công nghệ & Khoa học,2986,1
article_2153,1,Clickbait,24h,Công nghệ & Khoa học,2989,1
article_2154,0,Non-clickbait,24h,Công nghệ & Khoa học,1529,1
article_2175,1,Clickbait,Báo Mới,Other,1534,1
article_2188,1,Clickbait,Báo Mới,Other,3008,1
article_2190,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1542,1
article_2194,1,Clickbait,Báo Mới,Giải trí & Showbiz,1545,1
article_2196,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1547,1
article_2199,0,Non-clickbait,Báo Mới,Other,1549,1
article_2200,1,Clickbait,Báo Mới,Other,3010,1
article_2209,1,Clickbait,Báo Mới,Giải trí & Showbiz,3013,1
article_2210,0,Non-clickbait,Báo Mới,Other,1554,1
article_2220,0,Non-clickbait,VnExpress,Other,1559,1
article_2228,0,Non-clickbait,VnExpress,Other,1565,1
article_2231,0,Non-clickbait,VnExpress,Other,1568,1
article_2235,0,Non-clickbait,VnExpress,Other,1571,1
article_2252,0,Non-clickbait,VnExpress,Other,1584,1
article_2253,0,Non-clickbait,VnExpress,Other,1585,1
article_2264,0,Non-clickbait,VnExpress,Other,1593,1
article_2279,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1600,1
article_2292,0,Non-clickbait,Thanh Niên,Other,1609,1
article_2302,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1617,1
article_2303,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1618,1
article_2305,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1620,1
article_2307,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1622,1
article_2310,0,Non-clickbait,Thanh Niên,Other,1624,1
article_2315,0,Non-clickbait,Thanh Niên,Other,1627,1
article_2328,1,Clickbait,Thanh Niên,Kinh doanh & Kinh tế,3033,1
article_2332,0,Non-clickbait,Thanh Niên,Other,1640,1
article_2337,1,Clickbait,VietNamNet,Công nghệ & Khoa học,3035,1
article_2343,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1646,1
article_2345,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1648,1
article_2351,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1651,1
article_2354,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1653,1
article_2370,0,Non-clickbait,Kênh14,Sức khỏe & Đời sống,1665,1
article_2383,1,Clickbait,SaoStar,Kinh doanh & Kinh tế,1669,1
article_2389,1,Clickbait,SaoStar,Kinh doanh & Kinh tế,1672,1
article_2406,0,Non-clickbait,24h,Other,1677,1
article_2411,1,Clickbait,24h,Other,3049,1
article_2414,1,Clickbait,24h,Other,3052,1
article_2424,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1686,1
article_2432,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1694,1
article_2433,0,Non-clickbait,Báo Mới,Other,1695,1
article_2438,0,Non-clickbait,Báo Mới,Other,1699,1
article_2439,0,Non-clickbait,Báo Mới,Other,1700,1
article_2450,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1710,1
article_2455,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1715,1
article_2456,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1716,1
article_2462,0,Non-clickbait,Báo Mới,Other,1722,1
article_2467,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1726,1
article_2472,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1731,1
article_2482,0,Non-clickbait,Báo Mới,Other,1741,1
article_2497,0,Non-clickbait,VnExpress,Other,1752,1
article_2505,0,Non-clickbait,VnExpress,Other,3061,1
article_2512,0,Non-clickbait,VnExpress,Other,1763,1
article_2518,0,Non-clickbait,VnExpress,Other,1768,1
article_2521,0,Non-clickbait,VnExpress,Other,1771,1
article_2533,0,Non-clickbait,VnExpress,Other,1779,1
article_2536,0,Non-clickbait,VnExpress,Other,1781,1
article_2543,0,Non-clickbait,Tuổi Trẻ,Thể thao,1785,1
article_2553,1,Clickbait,Tuổi Trẻ,Thể thao,3072,1
article_2566,1,Clickbait,Thanh Niên,Other,1803,1
article_2571,0,Non-clickbait,Thanh Niên,Giải trí & Showbiz,1806,1
article_2573,0,Non-clickbait,Thanh Niên,Giải trí & Showbiz,1808,1
article_2575,1,Clickbait,Thanh Niên,Giải trí & Showbiz,1810,1
article_2588,0,Non-clickbait,Thanh Niên,Other,1815,1
article_2591,1,Clickbait,Thanh Niên,Giải trí & Showbiz,3082,1
article_2596,0,Non-clickbait,Thanh Niên,Other,1818,1
article_2597,0,Non-clickbait,Thanh Niên,Other,1819,1
article_2599,1,Clickbait,Thanh Niên,Other,3084,1
article_2610,1,Clickbait,Thanh Niên,Chính trị & An ninh,3090,1
article_2612,1,Clickbait,Thanh Niên,Chính trị & An ninh,3092,1
article_2616,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1826,1
article_2617,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1827,1
article_2619,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1829,1
article_2620,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1830,1
article_2621,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1831,1
article_2626,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1834,1
article_2639,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1842,1
article_2644,1,Clickbait,SaoStar,Công nghệ & Khoa học,3100,1
article_2647,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1847,1
article_2648,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1848,1
article_2652,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1852,1
article_2674,1,Clickbait,24h,Other,3106,1
article_2689,0,Non-clickbait,24h,Other,1873,1
article_2694,0,Non-clickbait,24h,Other,1876,1
article_2698,0,Non-clickbait,24h,Other,1878,1
article_2706,0,Non-clickbait,Báo Mới,Other,1885,1
article_2707,0,Non-clickbait,Báo Mới,Other,1886,1
article_2708,0,Non-clickbait,Báo Mới,Other,1887,1
article_2713,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,1892,1
article_2719,0,Non-clickbait,Báo Mới,Other,1898,1
article_2720,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,1899,1
article_2722,0,Non-clickbait,Báo Mới,Other,1901,1
article_2727,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3116,1
article_2731,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,1907,1
article_2737,1,Clickbait,Báo Mới,Other,3119,1
article_2739,0,Non-clickbait,Báo Mới,Other,1913,1
article_2743,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,1917,1
article_2753,1,Clickbait,Báo Mới,Other,3121,1
article_2754,0,Non-clickbait,Báo Mới,Other,1926,1
article_2756,1,Clickbait,VnExpress,Other,3122,1
article_2764,1,Clickbait,VnExpress,Other,3125,1
article_2768,0,Non-clickbait,VnExpress,Other,1928,1
article_2786,1,Clickbait,VnExpress,Other,3133,1
article_2789,1,Clickbait,VnExpress,Other,3135,1
article_2793,1,Clickbait,VnExpress,Other,3137,1
article_2800,1,Clickbait,VnExpress,Other,3141,1
article_2809,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1945,1
article_2815,1,Clickbait,Tuổi Trẻ,Giáo dục & Học đường,3145,1
article_2820,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1955,1
article_2822,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1956,1
article_2832,0,Non-clickbait,Thanh Niên,Thể thao,1961,1
article_2833,0,Non-clickbait,Thanh Niên,Thể thao,1962,1
article_2834,0,Non-clickbait,Thanh Niên,Thể thao,1963,1
article_2836,0,Non-clickbait,Thanh Niên,Thể thao,1965,1
article_2847,0,Non-clickbait,Thanh Niên,Other,1972,1
article_2854,1,Clickbait,Thanh Niên,Other,3156,1
article_2857,0,Non-clickbait,Thanh Niên,Other,1978,1
article_2864,1,Clickbait,Thanh Niên,Other,3159,1
article_2866,0,Non-clickbait,Thanh Niên,Other,1984,1
article_2876,1,Clickbait,Thanh Niên,Other,3162,1
article_2879,0,Non-clickbait,Thanh Niên,Other,1990,1
article_2883,1,Clickbait,Thanh Niên,Other,1993,1
article_2885,1,Clickbait,VietNamNet,Xe & Vận tải,1995,1
article_2889,1,Clickbait,VietNamNet,Xe & Vận tải,3165,1
article_2893,0,Non-clickbait,VietNamNet,Xe & Vận tải,1999,1
article_2896,1,Clickbait,VietNamNet,Xe & Vận tải,3167,1
