id,label,label_str,source,category,duplicate_group,heldout_source,split
article_0792,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,616,Kênh14,train
article_0793,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,617,Kênh14,train
article_0794,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,618,Kênh14,train
article_0795,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,619,Kênh14,train
article_0796,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,620,Kênh14,train
article_0797,0,Non-clickbait,Báo Mới,Other,621,Kênh14,train
article_0798,0,Non-clickbait,Báo Mới,Other,622,Kênh14,train
article_0799,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,623,Kênh14,train
article_0800,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,624,Kênh14,train
article_0801,0,Non-clickbait,Báo Mới,Other,625,Kênh14,train
article_0802,0,Non-clickbait,Báo Mới,Other,626,Kênh14,train
article_0803,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,627,Kênh14,train
article_0804,0,Non-clickbait,Báo Mới,Other,628,Kênh14,train
article_0805,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,629,Kênh14,train
article_0806,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,630,Kênh14,train
article_0807,0,Non-clickbait,Báo Mới,Other,631,Kênh14,train
article_0808,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,632,Kênh14,train
article_0809,0,Non-clickbait,Báo Mới,Other,633,Kênh14,train
article_0810,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,634,Kênh14,train
article_0811,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,635,Kênh14,train
article_0812,0,Non-clickbait,Báo Mới,Other,636,Kênh14,train
article_0813,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,637,Kênh14,train
article_0815,0,Non-clickbait,Báo Mới,Other,638,Kênh14,train
article_0816,0,Non-clickbait,Báo Mới,Other,639,Kênh14,train
article_0817,0,Non-clickbait,Báo Mới,Other,640,Kênh14,train
article_0818,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,641,Kênh14,train
article_0819,0,Non-clickbait,Báo Mới,Other,642,Kênh14,train
article_0820,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,643,Kênh14,train
article_0821,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,644,Kênh14,train
article_0822,0,Non-clickbait,Báo Mới,Tin tức tổng hợp,645,Kênh14,train
article_0823,0,Non-clickbait,Báo Mới,Other,646,Kênh14,train
article_0824,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,647,Kênh14,train
article_0825,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,648,Kênh14,train
article_0827,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,649,Kênh14,train
article_0829,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,650,Kênh14,train
article_0832,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,651,Kênh14,train
article_0833,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,652,Kênh14,train
article_0834,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,653,Kênh14,train
article_0835,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,654,Kênh14,train
article_0836,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,655,Kênh14,train
article_0837,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,656,Kênh14,train
article_0839,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,657,Kênh14,train
article_0840,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,658,Kênh14,train
article_0841,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,659,Kênh14,train
article_0842,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,660,Kênh14,train
article_0843,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,661,Kênh14,train
article_0844,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,662,Kênh14,train
article_0845,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,663,Kênh14,train
article_0846,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,664,Kênh14,train
article_0847,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,665,Kênh14,train
article_0849,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,666,Kênh14,train
article_0850,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,667,Kênh14,train
article_0851,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,668,Kênh14,train
article_0852,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,669,Kênh14,train
article_0853,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,670,Kênh14,train
article_0854,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,671,Kênh14,train
article_0855,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,672,Kênh14,train
article_0856,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,673,Kênh14,train
article_0857,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,674,Kênh14,train
article_0858,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,675,Kênh14,train
article_0859,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,676,Kênh14,train
article_0860,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,677,Kênh14,train
article_0861,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,678,Kênh14,train
article_0862,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,679,Kênh14,train
article_0863,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,680,Kênh14,train
article_0864,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,681,Kênh14,train
article_0865,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,682,Kênh14,train
article_0866,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,683,Kênh14,train
article_0867,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,684,Kênh14,train
article_0868,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,685,Kênh14,train
article_0869,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,686,Kênh14,train
article_0870,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,687,Kênh14,train
article_0871,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,688,Kênh14,train
article_0872,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,689,Kênh14,train
article_0873,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,690,Kênh14,train
article_0874,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,691,Kênh14,train
article_0875,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,692,Kênh14,train
article_0876,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,693,Kênh14,train
article_0878,0,Non-clickbait,Tuổi Trẻ,Quốc tế,694,Kênh14,train
article_0879,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,695,Kênh14,train
article_0880,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,696,Kênh14,train
article_0881,0,Non-clickbait,Tuổi Trẻ,Other,697,Kênh14,train
article_0882,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,698,Kênh14,train
article_0884,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,699,Kênh14,train
article_0886,0,Non-clickbait,Tuổi Trẻ,Other,700,Kênh14,train
article_0887,0,Non-clickbait,Tuổi Trẻ,Other,701,Kênh14,train
article_0888,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,702,Kênh14,train
article_0889,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,703,Kênh14,train
article_0890,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,704,Kênh14,train
article_0891,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,705,Kênh14,train
article_0892,0,Non-clickbait,Thanh Niên,Other,706,Kênh14,train
article_0893,0,Non-clickbait,Thanh Niên,Other,707,Kênh14,train
article_0895,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,708,Kênh14,train
article_0896,0,Non-clickbait,Thanh Niên,Other,709,Kênh14,train
article_0898,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,710,Kênh14,train
article_0899,0,Non-clickbait,Thanh Niên,Other,711,Kênh14,train
article_0900,0,Non-clickbait,Thanh Niên,Other,712,Kênh14,train
article_0901,0,Non-clickbait,Thanh Niên,Other,713,Kênh14,train
article_0902,0,Non-clickbait,Thanh Niên,Other,714,Kênh14,train
article_0903,0,Non-clickbait,Thanh Niên,Other,715,Kênh14,train
article_0904,0,Non-clickbait,Thanh Niên,Other,716,Kênh14,train
article_0905,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,717,Kênh14,train
article_0906,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,718,Kênh14,train
article_0907,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,719,Kênh14,train
article_0910,0,Non-clickbait,Thanh Niên,Other,720,Kênh14,train
article_0911,0,Non-clickbait,Thanh Niên,Other,721,Kênh14,train
article_0912,0,Non-clickbait,Thanh Niên,Other,722,Kênh14,train
article_0913,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,723,Kênh14,train
article_0914,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,724,Kênh14,train
article_0915,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,725,Kênh14,train
article_0916,0,Non-clickbait,Thanh Niên,Other,726,Kênh14,train
article_0917,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,727,Kênh14,train
article_0918,0,Non-clickbait,Thanh Niên,Kinh doanh & Kinh tế,728,Kênh14,train
article_0919,0,Non-clickbait,Thanh Niên,Other,729,Kênh14,train
article_0920,0,Non-clickbait,Thanh Niên,Other,730,Kênh14,train
article_0921,0,Non-clickbait,Thanh Niên,Other,731,Kênh14,train
article_0923,0,Non-clickbait,Thanh Niên,Other,732,Kênh14,train
article_0925,0,Non-clickbait,Thanh Niên,Other,733,Kênh14,train
article_0926,0,Non-clickbait,Thanh Niên,Other,734,Kênh14,train
article_0927,0,Non-clickbait,Thanh Niên,Other,735,Kênh14,train
article_0929,0,Non-clickbait,Thanh Niên,Other,736,Kênh14,train
article_0930,0,Non-clickbait,Thanh Niên,Other,737,Kênh14,train
article_0931,1,Clickbait,Thanh Niên,Other,738,Kênh14,train
article_0932,0,Non-clickbait,Thanh Niên,Other,739,Kênh14,train
article_0933,0,Non-clickbait,Thanh Niên,Other,740,Kênh14,train
article_0937,1,Clickbait,VietNamNet,Thể thao,741,Kênh14,train
article_0938,0,Non-clickbait,VietNamNet,Thể thao,742,Kênh14,train
article_0939,0,Non-clickbait,VietNamNet,Thể thao,743,Kênh14,train
article_0940,0,Non-clickbait,VietNamNet,Thể thao,744,Kênh14,train
article_0941,0,Non-clickbait,VietNamNet,Thể thao,745,Kênh14,train
article_0942,1,Clickbait,VietNamNet,Thể thao,746,Kênh14,train
article_0943,0,Non-clickbait,VietNamNet,Thể thao,747,Kênh14,train
article_0945,0,Non-clickbait,VietNamNet,Thể thao,748,Kênh14,train
article_0948,0,Non-clickbait,VietNamNet,Thể thao,749,Kênh14,train
article_0949,0,Non-clickbait,VietNamNet,Thể thao,750,Kênh14,train
article_0950,0,Non-clickbait,VietNamNet,Thể thao,751,Kênh14,train
article_0951,0,Non-clickbait,VietNamNet,Thể thao,752,Kênh14,train
article_0952,0,Non-clickbait,VietNamNet,Thể thao,753,Kênh14,train
article_0954,0,Non-clickbait,VietNamNet,Thể thao,754,Kênh14,train
article_0956,0,Non-clickbait,VietNamNet,Thể thao,755,Kênh14,train
article_0958,0,Non-clickbait,VietNamNet,Thể thao,756,Kênh14,train
article_0959,0,Non-clickbait,VietNamNet,Thể thao,757,Kênh14,train
article_0961,0,Non-clickbait,VietNamNet,Thể thao,758,Kênh14,train
article_0962,0,Non-clickbait,VietNamNet,Thể thao,759,Kênh14,train
article_0963,0,Non-clickbait,VietNamNet,Thể thao,760,Kênh14,train
article_0964,0,Non-clickbait,VietNamNet,Thể thao,761,Kênh14,train
article_0965,0,Non-clickbait,VietNamNet,Thể thao,762,Kênh14,train
article_0966,0,Non-clickbait,VietNamNet,Thể thao,763,Kênh14,train
article_0967,0,Non-clickbait,VietNamNet,Thể thao,764,Kênh14,train
article_0968,1,Clickbait,Kênh14,Giải trí & Showbiz,765,Kênh14,test
article_0969,1,Clickbait,Kênh14,Giải trí & Showbiz,766,Kênh14,test
article_0970,1,Clickbait,Kênh14,Giải trí & Showbiz,767,Kênh14,test
article_0971,1,Clickbait,Kênh14,Giải trí & Showbiz,768,Kênh14,test
article_0972,1,Clickbait,Kênh14,Giải trí & Showbiz,769,Kênh14,test
article_0973,1,Clickbait,Kênh14,Giải trí & Showbiz,770,Kênh14,test
article_0974,1,Clickbait,Kênh14,Giải trí & Showbiz,771,Kênh14,test
article_0975,1,Clickbait,SaoStar,Giải trí & Showbiz,772,Kênh14,train
article_0976,1,Clickbait,SaoStar,Giải trí & Showbiz,773,Kênh14,train
article_0981,1,Clickbait,SaoStar,Giải trí & Showbiz,774,Kênh14,train
article_0983,1,Clickbait,SaoStar,Giải trí & Showbiz,775,Kênh14,train
article_0990,1,Clickbait,SaoStar,Giải trí & Showbiz,776,Kênh14,train
article_0991,1,Clickbait,SaoStar,Giải trí & Showbiz,777,Kênh14,train
article_0993,1,Clickbait,SaoStar,Giải trí & Showbiz,778,Kênh14,train
article_0994,1,Clickbait,SaoStar,Giải trí & Showbiz,779,Kênh14,train
article_0995,1,Clickbait,SaoStar,Giải trí & Showbiz,780,Kênh14,train
article_0997,1,Clickbait,SaoStar,Giải trí & Showbiz,781,Kênh14,train
article_0998,1,Clickbait,SaoStar,Giải trí & Showbiz,782,Kênh14,train
article_0999,1,Clickbait,SaoStar,Giải trí & Showbiz,783,Kênh14,train
article_1000,1,Clickbait,SaoStar,Giải trí & Showbiz,784,Kênh14,train
article_1001,1,Clickbait,SaoStar,Giải trí & Showbiz,785,Kênh14,train
article_1004,1,Clickbait,SaoStar,Giải trí & Showbiz,786,Kênh14,train
article_1008,1,Clickbait,24h,Kinh doanh & Kinh tế,787,Kênh14,train
article_1023,0,Non-clickbait,24h,Kinh doanh & Kinh tế,788,Kênh14,train
article_1026,0,Non-clickbait,24h,Kinh doanh & Kinh tế,789,Kênh14,train
article_1027,0,Non-clickbait,24h,Other,790,Kênh14,train
article_1028,0,Non-clickbait,24h,Kinh doanh & Kinh tế,791,Kênh14,train
article_1030,1,Clickbait,24h,Other,792,Kênh14,train
article_1035,1,Clickbait,24h,Kinh doanh & Kinh tế,793,Kênh14,train
article_1036,1,Clickbait,24h,Kinh doanh & Kinh tế,794,Kênh14,train
article_1037,0,Non-clickbait,24h,Other,795,Kênh14,train
article_1039,0,Non-clickbait,24h,Kinh doanh & Kinh tế,796,Kênh14,train
article_1040,0,Non-clickbait,24h,Other,797,Kênh14,train
article_1042,0,Non-clickbait,24h,Other,798,Kênh14,train
article_1043,0,Non-clickbait,24h,Other,799,Kênh14,train
article_1045,1,Clickbait,24h,Kinh doanh & Kinh tế,800,Kênh14,train
article_1046,1,Clickbait,24h,Kinh doanh & Kinh tế,801,Kênh14,train
article_1047,0,Non-clickbait,24h,Kinh doanh & Kinh tế,802,Kênh14,train
article_1048,1,Clickbait,24h,Kinh doanh & Kinh tế,803,Kênh14,train
article_1049,0,Non-clickbait,Báo Mới,Other,804,Kênh14,train
article_1050,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,805,Kênh14,train
article_1052,0,Non-clickbait,Báo Mới,Other,806,Kênh14,train
article_1053,0,Non-clickbait,Báo Mới,Other,807,Kênh14,train
article_1054,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,808,Kênh14,train
article_1055,0,Non-clickbait,Báo Mới,Other,809,Kênh14,train
article_1056,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,810,Kênh14,train
article_1058,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,811,Kênh14,train
article_1059,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,812,Kênh14,train
article_1060,0,Non-clickbait,Báo Mới,Other,813,Kênh14,train
article_1061,0,Non-clickbait,Báo Mới,Other,814,Kênh14,train
article_1062,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,815,Kênh14,train
article_1063,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,816,Kênh14,train
article_1064,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,817,Kênh14,train
article_1065,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,818,Kênh14,train
article_1066,0,Non-clickbait,Báo Mới,Other,819,Kênh14,train
article_1067,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,820,Kênh14,train
article_1068,0,Non-clickbait,Báo Mới,Other,821,Kênh14,train
article_1069,0,Non-clickbait,Báo Mới,Other,822,Kênh14,train
article_1070,0,Non-clickbait,Báo Mới,Other,823,Kênh14,train
article_1071,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,824,Kênh14,train
article_1072,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,825,Kênh14,train
article_1078,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,826,Kênh14,train
article_1079,0,Non-clickbait,Báo Mới,Other,827,Kênh14,train
article_1080,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,828,Kênh14,train
article_1081,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,829,Kênh14,train
article_1082,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,830,Kênh14,train
article_1083,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,831,Kênh14,train
article_1084,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,832,Kênh14,train
article_1086,0,Non-clickbait,Báo Mới,Other,833,Kênh14,train
article_1087,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,834,Kênh14,train
article_1088,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,835,Kênh14,train
article_1089,0,Non-clickbait,Báo Mới,Other,836,Kênh14,train
article_1090,0,Non-clickbait,Báo Mới,Other,837,Kênh14,train
article_1091,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,838,Kênh14,train
article_1092,0,Non-clickbait,Báo Mới,Other,839,Kênh14,train
article_1093,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,840,Kênh14,train
article_1094,0,Non-clickbait,Báo Mới,Other,841,Kênh14,train
article_1095,0,Non-clickbait,Báo Mới,Other,842,Kênh14,train
article_1097,0,Non-clickbait,Báo Mới,Other,843,Kênh14,train
article_1098,0,Non-clickbait,Báo Mới,Other,844,Kênh14,train
article_1099,0,Non-clickbait,Báo Mới,Other,845,Kênh14,train
article_1100,1,Clickbait,Báo Mới,Other,846,Kênh14,train
article_1101,0,Non-clickbait,Báo Mới,Other,847,Kênh14,train
article_1102,0,Non-clickbait,Báo Mới,Văn hóa & Nghệ thuật,848,Kênh14,train
article_1103,0,Non-clickbait,VnExpress,Other,849,Kênh14,train
article_1105,0,Non-clickbait,VnExpress,Other,850,Kênh14,train
article_1107,0,Non-clickbait,VnExpress,Other,851,Kênh14,train
article_1109,0,Non-clickbait,VnExpress,Other,852,Kênh14,train
article_1110,0,Non-clickbait,VnExpress,Other,853,Kênh14,train
article_1111,0,Non-clickbait,VnExpress,Other,854,Kênh14,train
article_1112,0,Non-clickbait,VnExpress,Other,855,Kênh14,train
article_1113,0,Non-clickbait,VnExpress,Other,856,Kênh14,train
article_1114,0,Non-clickbait,VnExpress,Other,857,Kênh14,train
article_1115,0,Non-clickbait,VnExpress,Other,858,Kênh14,train
article_1116,0,Non-clickbait,VnExpress,Other,859,Kênh14,train
article_1118,0,Non-clickbait,VnExpress,Other,860,Kênh14,train
article_1119,0,Non-clickbait,VnExpress,Other,861,Kênh14,train
article_1120,0,Non-clickbait,VnExpress,Other,862,Kênh14,train
article_1121,0,Non-clickbait,VnExpress,Other,863,Kênh14,train
article_1122,0,Non-clickbait,VnExpress,Other,864,Kênh14,train
article_1123,0,Non-clickbait,VnExpress,Other,865,Kênh14,train
article_1124,0,Non-clickbait,VnExpress,Other,866,Kênh14,train
article_1125,0,Non-clickbait,VnExpress,Other,867,Kênh14,train
article_1126,0,Non-clickbait,VnExpress,Other,868,Kênh14,train
article_1127,0,Non-clickbait,VnExpress,Other,869,Kênh14,train
article_1128,0,Non-clickbait,VnExpress,Other,870,Kênh14,train
article_1129,0,Non-clickbait,VnExpress,Other,871,Kênh14,train
article_1130,0,Non-clickbait,VnExpress,Other,872,Kênh14,train
article_1132,0,Non-clickbait,VnExpress,Other,873,Kênh14,train
article_1133,0,Non-clickbait,VnExpress,Other,874,Kênh14,train
article_1134,0,Non-clickbait,VnExpress,Other,875,Kênh14,train
article_1135,0,Non-clickbait,VnExpress,Other,876,Kênh14,train
article_1136,0,Non-clickbait,VnExpress,Other,877,Kênh14,train
article_1137,0,Non-clickbait,VnExpress,Other,878,Kênh14,train
article_1138,0,Non-clickbait,VnExpress,Other,879,Kênh14,train
article_1139,0,Non-clickbait,VnExpress,Other,880,Kênh14,train
article_1140,0,Non-clickbait,VnExpress,Other,881,Kênh14,train
article_1141,0,Non-clickbait,VnExpress,Other,882,Kênh14,train
article_1142,0,Non-clickbait,VnExpress,Other,883,Kênh14,train
article_1143,0,Non-clickbait,VnExpress,Other,884,Kênh14,train
article_1144,0,Non-clickbait,VnExpress,Other,885,Kênh14,train
article_1145,0,Non-clickbait,VnExpress,Other,886,Kênh14,train
article_1146,0,Non-clickbait,VnExpress,Other,887,Kênh14,train
article_1147,0,Non-clickbait,VnExpress,Other,888,Kênh14,train
article_1148,0,Non-clickbait,VnExpress,Other,889,Kênh14,train
article_1149,0,Non-clickbait,VnExpress,Other,890,Kênh14,train
article_1150,0,Non-clickbait,VnExpress,Other,891,Kênh14,train
article_1151,0,Non-clickbait,VnExpress,Other,892,Kênh14,train
article_1152,0,Non-clickbait,VnExpress,Other,893,Kênh14,train
article_1153,0,Non-clickbait,VnExpress,Other,894,Kênh14,train
article_1154,0,Non-clickbait,VnExpress,Other,895,Kênh14,train
article_1155,0,Non-clickbait,VnExpress,Other,896,Kênh14,train
article_1156,0,Non-clickbait,VnExpress,Other,897,Kênh14,train
article_1157,0,Non-clickbait,VnExpress,Other,898,Kênh14,train
article_1158,0,Non-clickbait,VnExpress,Other,899,Kênh14,train
article_1159,0,Non-clickbait,VnExpress,Other,900,Kênh14,train
article_1160,0,Non-clickbait,VnExpress,Other,901,Kênh14,train
article_1161,0,Non-clickbait,VnExpress,Other,902,Kênh14,train
article_1162,0,Non-clickbait,VnExpress,Other,903,Kênh14,train
article_1163,0,Non-clickbait,VnExpress,Other,904,Kênh14,train
article_1165,0,Non-clickbait,VnExpress,Other,905,Kênh14,train
article_1166,0,Non-clickbait,VnExpress,Other,906,Kênh14,train
article_1168,0,Non-clickbait,VnExpress,Other,907,Kênh14,train
article_1169,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,908,Kênh14,train
article_1170,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,909,Kênh14,train
article_1171,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,910,Kênh14,train
article_1172,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,911,Kênh14,train
article_1174,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,912,Kênh14,train
article_1176,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,913,Kênh14,train
article_1177,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,914,Kênh14,train
article_1178,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,915,Kênh14,train
article_1187,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,916,Kênh14,train
article_1192,0,Non-clickbait,Thanh Niên,Other,917,Kênh14,train
article_1194,0,Non-clickbait,Thanh Niên,Other,918,Kênh14,train
article_1198,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,919,Kênh14,train
article_1199,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,920,Kênh14,train
article_1200,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,921,Kênh14,train
article_1203,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,922,Kênh14,train
article_1204,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,923,Kênh14,train
article_1208,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,924,Kênh14,train
article_1210,0,Non-clickbait,Thanh Niên,Other,925,Kênh14,train
article_1211,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,926,Kênh14,train
article_1212,0,Non-clickbait,Thanh Niên,Other,927,Kênh14,train
article_1213,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,928,Kênh14,train
article_1214,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,929,Kênh14,train
article_1215,0,Non-clickbait,Thanh Niên,Other,930,Kênh14,train
article_1216,0,Non-clickbait,Thanh Niên,Other,931,Kênh14,train
article_1217,0,Non-clickbait,Thanh Niên,Other,932,Kênh14,train
article_1218,0,Non-clickbait,Thanh Niên,Other,933,Kênh14,train
article_1219,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,934,Kênh14,train
article_1220,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,935,Kênh14,train
article_1223,0,Non-clickbait,Thanh Niên,Other,936,Kênh14,train
article_1224,1,Clickbait,Thanh Niên,Other,937,Kênh14,train
article_1225,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,938,Kênh14,train
article_1227,0,Non-clickbait,Thanh Niên,Other,939,Kênh14,train
article_1228,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,940,Kênh14,train
article_1229,0,Non-clickbait,Thanh Niên,Other,941,Kênh14,train
article_1232,0,Non-clickbait,Thanh Niên,Other,942,Kênh14,train
article_1233,0,Non-clickbait,Thanh Niên,Other,943,Kênh14,train
article_1235,0,Non-clickbait,Thanh Niên,Other,944,Kênh14,train
article_1237,1,Clickbait,Thanh Niên,Other,945,Kênh14,train
article_1238,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,946,Kênh14,train
article_1239,0,Non-clickbait,Thanh Niên,Other,947,Kênh14,train
article_1241,0,Non-clickbait,Thanh Niên,Other,948,Kênh14,train
article_1242,0,Non-clickbait,Thanh Niên,Other,949,Kênh14,train
article_1243,0,Non-clickbait,Thanh Niên,Other,950,Kênh14,train
article_1245,0,Non-clickbait,VietNamNet,Giáo dục & Học đường,951,Kênh14,train
article_1246,0,Non-clickbait,VietNamNet,Giáo dục & Học đường,952,Kênh14,train
article_1247,0,Non-clickbait,VietNamNet,Giáo dục & Học đường,953,Kênh14,train
article_1248,0,Non-clickbait,VietNamNet,Giáo dục & Học đường,954,Kênh14,train
article_1249,0,Non-clickbait,VietNamNet,Giáo dục & Học đường,955,Kênh14,train
article_1253,0,Non-clickbait,VietNamNet,Giáo dục & Học đường,956,Kênh14,train
article_1254,0,Non-clickbait,VietNamNet,Giáo dục & Học đường,957,Kênh14,train
article_1258,1,Clickbait,Kênh14,Giải trí & Showbiz,958,Kênh14,test
article_1259,1,Clickbait,Kênh14,Giải trí & Showbiz,959,Kênh14,test
article_1260,1,Clickbait,Kênh14,Giải trí & Showbiz,960,Kênh14,test
article_1261,1,Clickbait,Kênh14,Giải trí & Showbiz,961,Kênh14,test
article_1262,1,Clickbait,Kênh14,Giải trí & Showbiz,962,Kênh14,test
article_1263,1,Clickbait,Kênh14,Giải trí & Showbiz,963,Kênh14,test
